"Time"	"Abs"
5.165	17.96025
5.1667	17.96025
5.1683	17.96025
5.17	17.96025
5.1717	17.96025
5.1733	17.96025
5.175	17.96025
5.1767	17.96025
5.1783	17.96025
5.18	17.96025
5.1817	17.96025
5.1833	17.96025
5.185	17.96025
5.1867	17.96025
5.1883	17.96025
5.19	17.96025
5.1917	17.99775
5.1933	17.99775
5.195	17.99775
5.1967	17.99775
5.1983	17.99775
5.2	17.99775
5.2017	17.99775
5.2033	17.99775
5.205	17.99775
5.2067	17.99775
5.2083	17.99775
5.21	17.99775
5.2117	17.99775
5.2133	17.99775
5.215	17.99775
5.2167	17.99775
5.2183	17.99775
5.22	17.99775
5.2217	17.99775
5.2233	17.99775
5.225	17.99775
5.2267	17.99775
5.2283	17.99775
5.23	17.99775
5.2317	17.99775
5.2333	17.99775
5.235	17.99775
5.2367	17.99775
5.2383	17.99775
5.24	17.99775
5.2417	17.99775
5.2433	17.99775
5.245	17.99775
5.2467	17.99775
5.2483	17.99775
5.25	17.99775
5.2517	17.99775
5.2533	17.99775
5.255	17.99775
5.2567	17.99775
5.2583	17.99775
5.26	17.99775
5.2617	17.99775
5.2633	17.99775
5.265	18.03525
5.2667	18.03525
5.2683	18.03525
5.27	18.03525
5.2717	18.03525
5.2733	18.03525
5.275	18.03525
5.2767	18.03525
5.2783	18.03525
5.28	18.03525
5.2817	18.03525
5.2833	18.03525
5.285	18.03525
5.2867	18.03525
5.2883	18.03525
5.29	18.03525
5.2917	0
