FlowCell Text Data File: 20181001SSBgfpPlusHexokinase1.csv
Software Version: 1.50A
Date: 2018-10-01
Time: 17:03:03
User: Kai

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW40Ti
Speed: 35 rpm
Gradient: Succ 5.0% to 45.0% v/v
Time: 
w2t:  x 10^0
Number of Tubes: 2
Sample Volume: 0,250 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 280 mm
Total Dead Volume (= last fraction): 0.294 ml
Scan Speed: 0.25 mm/sec
Total Distance: 84.4 mm
Upper Limit to Slow-down Distance: 37.50 mm
Start mode: Meniscus sensing
Fail-safe Distance (M): 7 mm
Number of fractions: 40
Distance/fraction: 2.11 mm
Start Distance: 0.00 mm
Volume/fraction: 0.301 ml
Data Samples/mm: 12.50

*** SCANNING SETTINGS ***
Scanning mode: UV OD WITH SINGLE FLUORESCENCE SCAN
Channel A (LED1) Wavelength: 260 nm
Channel B (LED2) Fluor: EGFP
Excitation (LED2) Wavelength: 474 nm
Excitation filter A: 474/50 nm
Emission filter A: 535/50 nm
Sensitivity: 0
Integration time: 320 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 74 ms
PD2 (474 nm) On Time: 320 ms
Sample A Zero: 852802
Source A Zero: 346748.6
Fluorescence Zero: 633

Data Columns:
SampleA, SourceA, SampleFluor, Position, AbsA, Fraction Number, Fraction Volume (ml)
552078, 346323, 1602, 32.87, 0.975810, , 
542773, 346322, 1640, 32.95, 1.014057, , 
535233, 346332, 1676, 33.03, 1.045603, , 
529196, 346424, 1691, 33.11, 1.071728, , 
523228, 346407, 1698, 33.19, 1.097141, , 
519121, 346316, 1705, 33.27, 1.114284, , 
513431, 346272, 1702, 33.35, 1.138801, , 
510754, 346293, 1730, 33.43, 1.150702, , 
508256, 346490, 1729, 33.51, 1.163015, , 
506650, 346661, 1719, 33.59, 1.171248, , 
506154, 346700, 1706, 33.67, 1.173705, , 
505556, 346653, 1694, 33.75, 1.176060, , 
504941, 346537, 1682, 33.83, 1.178046, 16, 0.297
505806, 346444, 1641, 33.91, 1.173590, , 
506494, 346414, 1626, 33.99, 1.170337, , 
507904, 346422, 1604, 34.07, 1.164132, , 
511881, 346506, 1579, 34.15, 1.147125, , 
517011, 346540, 1537, 34.23, 1.124905, , 
519819, 346597, 1498, 34.31, 1.113085, , 
525097, 346570, 1478, 34.39, 1.090175, , 
530498, 346618, 1432, 34.47, 1.067458, , 
535023, 346427, 1400, 34.55, 1.047103, , 
539361, 346474, 1374, 34.63, 1.029236, , 
545188, 346656, 1342, 34.71, 1.006235, , 
550287, 346519, 1307, 34.79, 0.984396, , 
554994, 346421, 1292, 34.87, 0.964591, , 
559476, 346586, 1246, 34.95, 0.947562, , 
563879, 346521, 1229, 35.03, 0.929499, , 
569928, 346522, 1201, 35.11, 0.905492, , 
574062, 346498, 1168, 35.19, 0.889072, , 
578841, 346463, 1156, 35.27, 0.870187, , 
585424, 346514, 1099, 35.35, 0.845069, , 
589972, 346489, 1104, 35.43, 0.827492, , 
594698, 346505, 1094, 35.51, 0.809640, , 
598529, 346398, 1085, 35.59, 0.794494, , 
602736, 346377, 1061, 35.67, 0.778595, , 
606014, 346381, 1045, 35.75, 0.766415, , 
609945, 346444, 1033, 35.83, 0.752274, , 
613780, 346356, 1020, 35.91, 0.737597, 17, 0.298
616791, 346317, 1007, 35.99, 0.726331, , 
620425, 346303, 992, 36.07, 0.713020, , 
622976, 346504, 987, 36.15, 0.705091, , 
626817, 346338, 972, 36.23, 0.690180, , 
628199, 346469, 976, 36.31, 0.686075, , 
629634, 346430, 956, 36.39, 0.680687, , 
631276, 346429, 957, 36.47, 0.674819, , 
635387, 346472, 936, 36.55, 0.660491, , 
636949, 346417, 934, 36.63, 0.654608, , 
638739, 346522, 930, 36.71, 0.648974, , 
641056, 346556, 924, 36.79, 0.641047, , 
643134, 346535, 911, 36.87, 0.633627, , 
644723, 346524, 903, 36.96, 0.628002, , 
646215, 346468, 908, 37.03, 0.622437, , 
647558, 346560, 902, 37.12, 0.618362, , 
649087, 346577, 892, 37.19, 0.613165, , 
650613, 346574, 896, 37.28, 0.607861, , 
651662, 346499, 886, 37.35, 0.603749, , 
652522, 346675, 868, 37.44, 0.601923, , 
653733, 346505, 866, 37.51, 0.596647, , 
653461, 346227, 876, 37.60, 0.595777, , 
655045, 346359, 880, 37.68, 0.591187, , 
653878, 346343, 873, 37.76, 0.595095, , 
654558, 346376, 866, 37.84, 0.592971, , 
657299, 346438, 863, 37.92, 0.583969, , 
659412, 346419, 867, 38.00, 0.576623, , 
659726, 346414, 864, 38.08, 0.575519, 18, 0.309
660968, 346601, 855, 38.16, 0.572501, , 
661332, 346349, 861, 38.24, 0.569625, , 
662233, 346433, 851, 38.32, 0.567107, , 
662977, 346486, 857, 38.40, 0.564925, , 
663474, 346474, 851, 38.48, 0.563160, , 
664264, 346494, 849, 38.56, 0.560612, , 
664695, 346585, 847, 38.64, 0.559743, , 
664884, 346570, 847, 38.72, 0.559006, , 
666116, 346579, 835, 38.80, 0.554898, , 
667219, 346639, 846, 38.88, 0.551565, , 
668024, 346630, 841, 38.96, 0.548793, , 
669138, 346615, 831, 39.04, 0.544946, , 
669337, 346456, 838, 39.12, 0.543244, , 
669676, 346569, 831, 39.20, 0.542838, , 
670386, 346642, 822, 39.28, 0.540928, , 
670861, 346544, 827, 39.36, 0.538697, , 
671973, 346658, 828, 39.44, 0.535710, , 
671754, 346584, 827, 39.52, 0.535963, , 
671888, 346759, 830, 39.60, 0.536651, , 
672857, 346707, 822, 39.68, 0.533070, , 
672523, 346700, 831, 39.76, 0.534142, , 
673711, 346622, 816, 39.84, 0.529664, , 
675147, 346657, 825, 39.92, 0.525099, , 
674050, 346494, 820, 40.00, 0.527700, , 
674988, 346483, 824, 40.08, 0.524499, , 
676030, 346520, 821, 40.16, 0.521268, 19, 0.297
675866, 346741, 823, 40.24, 0.523249, , 
676775, 346692, 821, 40.32, 0.519906, , 
676520, 346768, 828, 40.40, 0.521248, , 
677259, 346612, 815, 40.48, 0.517778, , 
676202, 346729, 827, 40.56, 0.522053, , 
676451, 346478, 816, 40.64, 0.519594, , 
676822, 346712, 822, 40.72, 0.519880, , 
677809, 346771, 811, 40.80, 0.516983, , 
678864, 346822, 817, 40.88, 0.513814, , 
678624, 346774, 816, 40.96, 0.514299, , 
678867, 346636, 810, 41.04, 0.512597, , 
678854, 346658, 825, 41.12, 0.512783, , 
678704, 346580, 809, 41.20, 0.512774, , 
679283, 346707, 820, 41.29, 0.511679, , 
678957, 346653, 815, 41.36, 0.512409, , 
679405, 346668, 819, 41.45, 0.511022, , 
677801, 346441, 812, 41.52, 0.514867, , 
678506, 346679, 812, 41.61, 0.514073, , 
678967, 346791, 826, 41.68, 0.513272, , 
679506, 346598, 818, 41.77, 0.510233, , 
680106, 346749, 820, 41.84, 0.509227, , 
680261, 346711, 822, 41.93, 0.508468, , 
679943, 346632, 829, 42.01, 0.509007, , 
679728, 346678, 823, 42.09, 0.510017, , 
679389, 346601, 820, 42.17, 0.510640, , 
679340, 346698, 831, 42.24, 0.511432, 20, 0.298
679135, 346509, 826, 42.33, 0.510884, , 
678331, 346537, 832, 42.40, 0.513732, , 
678762, 346615, 832, 42.49, 0.512809, , 
676109, 346551, 833, 42.57, 0.521207, , 
677774, 346658, 835, 42.65, 0.516366, , 
678310, 346643, 836, 42.73, 0.514490, , 
677615, 346519, 837, 42.81, 0.515992, , 
678091, 346798, 849, 42.89, 0.516223, , 
678514, 346798, 857, 42.97, 0.514819, , 
677897, 346747, 849, 43.05, 0.516535, , 
676387, 346648, 865, 43.13, 0.520911, , 
675926, 346778, 864, 43.21, 0.523289, , 
674282, 346806, 883, 43.29, 0.528951, , 
672556, 346749, 881, 43.37, 0.534349, , 
671155, 346802, 901, 43.45, 0.539386, , 
668194, 346648, 916, 43.53, 0.548337, , 
666365, 346597, 934, 43.61, 0.554174, , 
664934, 346652, 956, 43.69, 0.559369, , 
662541, 346671, 974, 43.77, 0.567606, , 
657896, 346558, 992, 43.85, 0.582706, , 
654995, 346629, 1046, 43.93, 0.593112, , 
649504, 346611, 1074, 44.01, 0.611941, , 
643905, 346595, 1100, 44.09, 0.631321, , 
639479, 346740, 1135, 44.17, 0.647784, , 
632119, 346738, 1178, 44.25, 0.673822, , 
626630, 346688, 1215, 44.33, 0.693125, , 
619026, 346848, 1249, 44.41, 0.721639, 21, 0.309
610446, 346570, 1285, 44.49, 0.751244, , 
604678, 346482, 1324, 44.57, 0.772038, , 
596946, 346533, 1365, 44.65, 0.801331, , 
591819, 346707, 1388, 44.73, 0.821873, , 
584355, 346659, 1423, 44.81, 0.850124, , 
579073, 346553, 1438, 44.89, 0.869870, , 
573449, 346529, 1462, 44.97, 0.891677, , 
568636, 346521, 1474, 45.05, 0.910593, , 
564927, 346676, 1491, 45.13, 0.926326, , 
561855, 346952, 1496, 45.21, 0.940388, , 
559480, 346754, 1496, 45.29, 0.948637, , 
556432, 346590, 1496, 45.37, 0.959866, , 
553940, 346517, 1489, 45.45, 0.969493, , 
553839, 346569, 1479, 45.53, 0.970241, , 
555226, 346620, 1478, 45.61, 0.964943, , 
556315, 346656, 1460, 45.69, 0.960767, , 
556319, 346613, 1447, 45.77, 0.960472, , 
559019, 346632, 1426, 45.85, 0.949700, , 
561290, 346724, 1396, 45.93, 0.941173, , 
563989, 346620, 1360, 46.01, 0.929703, , 
566671, 346631, 1374, 46.09, 0.919098, , 
569512, 346789, 1323, 46.18, 0.908869, , 
573541, 346638, 1322, 46.25, 0.892024, , 
576181, 346698, 1292, 46.34, 0.882079, , 
578683, 346831, 1271, 46.41, 0.873191, , 
581641, 346723, 1248, 46.50, 0.861016, 22, 0.297
588562, 346674, 1224, 46.57, 0.834078, , 
592744, 346745, 1199, 46.66, 0.818605, , 
596188, 346809, 1186, 46.73, 0.805982, , 
600348, 346625, 1159, 46.82, 0.789140, , 
603734, 346727, 1152, 46.89, 0.777145, , 
606890, 346803, 1133, 46.98, 0.765905, , 
609774, 346773, 1118, 47.06, 0.755041, , 
613360, 346870, 1108, 47.14, 0.742475, , 
614860, 346795, 1091, 47.22, 0.736491, , 
616129, 346748, 1090, 47.30, 0.731546, , 
619750, 346861, 1070, 47.38, 0.719092, , 
623379, 346817, 1065, 47.46, 0.705668, , 
625257, 346692, 1057, 47.54, 0.698087, , 
628302, 346860, 1041, 47.62, 0.688244, , 
629702, 346740, 1046, 47.70, 0.682457, , 
630524, 346634, 1024, 47.78, 0.678833, , 
632313, 346562, 1024, 47.86, 0.671989, , 
633952, 346593, 1024, 47.94, 0.666365, , 
635697, 346614, 990, 48.02, 0.660315, , 
636949, 346596, 962, 48.10, 0.655770, , 
638686, 346698, 1009, 48.18, 0.650304, , 
638317, 346735, 999, 48.26, 0.651845, , 
640268, 346721, 997, 48.34, 0.644886, , 
642777, 346799, 993, 48.42, 0.636591, , 
643967, 346627, 992, 48.50, 0.631312, , 
643934, 346497, 978, 48.58, 0.630583, 23, 0.298
646410, 346564, 970, 48.66, 0.622381, , 
648211, 346712, 971, 48.74, 0.617081, , 
648161, 346514, 971, 48.82, 0.615969, , 
649940, 346501, 962, 48.90, 0.609716, , 
650602, 346532, 954, 48.98, 0.607626, , 
651909, 346473, 959, 49.06, 0.602727, , 
653170, 346649, 947, 49.14, 0.599521, , 
653841, 346665, 948, 49.22, 0.597314, , 
654667, 346732, 942, 49.30, 0.594908, , 
656001, 346590, 948, 49.38, 0.589405, , 
657569, 346574, 935, 49.46, 0.583928, , 
658305, 346578, 944, 49.54, 0.581437, , 
659703, 346787, 931, 49.62, 0.578020, , 
660817, 346631, 935, 49.70, 0.573210, , 
660753, 346723, 926, 49.78, 0.574025, , 
662172, 346782, 925, 49.86, 0.569580, , 
662375, 346769, 938, 49.94, 0.568806, , 
663628, 346677, 923, 50.02, 0.563956, , 
663791, 346573, 892, 50.10, 0.562728, , 
663524, 346527, 868, 50.18, 0.563335, , 
665136, 346655, 923, 50.26, 0.558705, , 
665651, 346649, 920, 50.34, 0.556924, , 
665778, 346408, 918, 50.42, 0.554930, , 
666944, 346543, 918, 50.51, 0.551869, , 
666516, 346606, 910, 50.58, 0.553723, , 
667912, 346810, 920, 50.66, 0.550338, , 
666818, 346836, 918, 50.74, 0.554196, 24, 0.309
667431, 346686, 916, 50.83, 0.551155, , 
667187, 346665, 916, 50.90, 0.551841, , 
668110, 346877, 917, 50.98, 0.550106, , 
668189, 346634, 921, 51.06, 0.548263, , 
667530, 346591, 926, 51.14, 0.550204, , 
668470, 346792, 921, 51.22, 0.548342, , 
667670, 346662, 922, 51.30, 0.550193, , 
668302, 346547, 928, 51.39, 0.547317, , 
667054, 346539, 935, 51.46, 0.551472, , 
668078, 346711, 937, 51.55, 0.549137, , 
667537, 346794, 948, 51.62, 0.551498, , 
666123, 346694, 943, 51.71, 0.555621, , 
665524, 346663, 956, 51.78, 0.557445, , 
663774, 346672, 970, 51.87, 0.563429, , 
663937, 346623, 970, 51.95, 0.562558, , 
661773, 346556, 989, 52.03, 0.569470, , 
660883, 346721, 1007, 52.11, 0.573570, , 
657855, 346738, 1026, 52.19, 0.584014, , 
655380, 346681, 1002, 52.27, 0.592127, , 
653129, 346643, 1002, 52.35, 0.599623, , 
648920, 346821, 1103, 52.43, 0.615328, , 
645244, 346734, 1133, 52.51, 0.627548, , 
640900, 346868, 1165, 52.59, 0.643619, , 
634200, 346782, 1199, 52.67, 0.666711, , 
628923, 346748, 1238, 52.75, 0.685294, , 
622898, 347000, 1278, 52.83, 0.708592, 25, 0.297
617098, 346804, 1327, 52.91, 0.728373, , 
609838, 346678, 1360, 52.99, 0.754188, , 
602580, 346868, 1402, 53.07, 0.782366, , 
596246, 346886, 1442, 53.15, 0.806263, , 
589195, 346900, 1476, 53.23, 0.833125, , 
583787, 346790, 1503, 53.31, 0.853163, , 
577010, 346709, 1547, 53.39, 0.878914, , 
572178, 346674, 1575, 53.47, 0.897612, , 
567301, 346613, 1575, 53.55, 0.916480, , 
563270, 346692, 1595, 53.63, 0.933041, , 
560174, 346651, 1593, 53.71, 0.945178, , 
557296, 346759, 1606, 53.79, 0.957471, , 
556768, 346825, 1606, 53.87, 0.960032, , 
555314, 346818, 1602, 53.95, 0.965872, , 
555138, 346793, 1591, 54.03, 0.966423, , 
555891, 347028, 1573, 54.11, 0.964897, , 
556464, 346898, 1564, 54.19, 0.961735, , 
559688, 346748, 1541, 54.27, 0.947761, , 
559406, 346779, 1472, 54.35, 0.949096, , 
563666, 346724, 1459, 54.43, 0.931667, , 
565614, 346729, 1481, 54.51, 0.923935, , 
569414, 346805, 1444, 54.59, 0.909360, , 
573236, 346624, 1417, 54.67, 0.893130, , 
576308, 346740, 1403, 54.75, 0.881855, , 
581401, 346690, 1351, 54.83, 0.861730, , 
583206, 346664, 1355, 54.91, 0.854586, 26, 0.298
587049, 346646, 1320, 54.99, 0.839688, , 
591478, 346642, 1294, 55.07, 0.822748, , 
596310, 346713, 1275, 55.15, 0.804899, , 
600270, 346721, 1255, 55.23, 0.790055, , 
602846, 346632, 1230, 55.31, 0.779841, , 
607151, 346680, 1225, 55.40, 0.764139, , 
610098, 346819, 1204, 55.47, 0.754144, , 
611968, 346519, 1195, 55.56, 0.745309, , 
615087, 346551, 1180, 55.63, 0.734077, , 
617590, 346572, 1164, 55.72, 0.725074, , 
620087, 346725, 1158, 55.79, 0.716987, , 
621394, 346657, 1157, 55.88, 0.711807, , 
622669, 346576, 1136, 55.95, 0.706668, , 
625364, 346532, 1136, 56.04, 0.696663, , 
626969, 346671, 1127, 56.11, 0.691797, , 
629716, 346823, 1125, 56.20, 0.682945, , 
630694, 346849, 1107, 56.28, 0.679622, , 
632074, 346545, 1104, 56.36, 0.672730, , 
632945, 346717, 1097, 56.44, 0.670747, , 
634472, 346638, 1131, 56.52, 0.664812, , 
635637, 346862, 1089, 56.60, 0.662137, , 
637553, 347034, 1082, 56.68, 0.656479, , 
638466, 346803, 1084, 56.76, 0.651761, , 
638241, 346762, 1072, 56.84, 0.652288, , 
639528, 346713, 1075, 56.92, 0.647436, , 
640915, 347083, 1061, 57.00, 0.644961, 27, 0.297
642649, 346995, 1065, 57.08, 0.638310, , 
642732, 346740, 1046, 57.16, 0.636365, , 
643543, 346735, 1058, 57.24, 0.633495, , 
645559, 346656, 1050, 57.32, 0.625943, , 
645447, 346714, 1051, 57.40, 0.626710, , 
646700, 346585, 1047, 57.48, 0.621508, , 
646715, 346596, 1044, 57.56, 0.621527, , 
647942, 346569, 1043, 57.64, 0.617087, , 
648438, 346541, 1035, 57.72, 0.615183, , 
648183, 346541, 1031, 57.80, 0.616068, , 
649240, 346595, 1041, 57.88, 0.612752, , 
649355, 346589, 1032, 57.96, 0.612314, , 
650576, 346568, 1038, 58.04, 0.607950, , 
651547, 346786, 1031, 58.12, 0.606009, , 
651466, 346621, 1040, 58.20, 0.605218, , 
653199, 346722, 1042, 58.28, 0.599895, , 
648744, 346672, 1949, 58.36, 0.614971, , 
653598, 346761, 1047, 58.44, 0.598774, , 
657866, 347037, 1101, 58.52, 0.585917, , 
657498, 346941, 1142, 58.60, 0.586553, , 
656588, 346660, 1051, 58.68, 0.587847, , 
656529, 346696, 1071, 58.76, 0.588283, , 
656272, 346699, 1078, 58.84, 0.589183, , 
656157, 346664, 1084, 58.92, 0.589350, , 
654999, 346660, 1111, 59.00, 0.593299, , 
653871, 346709, 1113, 59.08, 0.597496, , 
651926, 346651, 1131, 59.16, 0.603824, 28, 0.309
649630, 346711, 1149, 59.24, 0.612153, , 
646855, 346838, 1191, 59.32, 0.622611, , 
643446, 346751, 1206, 59.40, 0.633938, , 
639829, 346623, 1234, 59.48, 0.645793, , 
635904, 346648, 1264, 59.56, 0.659803, , 
631222, 346680, 1294, 59.64, 0.676642, , 
625017, 346558, 1327, 59.72, 0.698081, , 
620696, 346602, 1368, 59.80, 0.713979, , 
616283, 346781, 1388, 59.88, 0.731198, , 
611795, 346844, 1412, 59.96, 0.748055, , 
606585, 346768, 1454, 60.04, 0.766809, , 
602149, 346474, 1478, 60.12, 0.781418, , 
598612, 346703, 1519, 60.20, 0.796163, , 
594211, 346590, 1525, 60.28, 0.812036, , 
591280, 346653, 1547, 60.36, 0.823573, , 
587741, 346715, 1557, 60.44, 0.837485, , 
586004, 346588, 1554, 60.52, 0.843321, , 
583134, 346761, 1577, 60.61, 0.855493, , 
581379, 346932, 1635, 60.68, 0.863386, , 
580747, 346811, 1646, 60.77, 0.865049, , 
579791, 346740, 1565, 60.84, 0.868295, , 
580880, 346820, 1556, 60.93, 0.864592, , 
581878, 346778, 1549, 61.00, 0.860456, , 
583420, 346817, 1533, 61.09, 0.854753, , 
585091, 346831, 1521, 61.16, 0.848408, , 
586862, 346789, 1491, 61.25, 0.841334, 29, 0.297
589472, 346860, 1479, 61.33, 0.831808, , 
592884, 346783, 1467, 61.41, 0.818320, , 
594990, 346739, 1430, 61.49, 0.810055, , 
596865, 346815, 1413, 61.57, 0.803467, , 
599290, 346699, 1397, 61.65, 0.793590, , 
603440, 346830, 1374, 61.73, 0.778909, , 
607495, 346745, 1350, 61.81, 0.763286, , 
610334, 346701, 1337, 61.89, 0.752508, , 
614708, 346725, 1311, 61.97, 0.736593, , 
617267, 346775, 1295, 62.05, 0.727569, , 
620142, 346767, 1272, 62.13, 0.717060, , 
622475, 346668, 1268, 62.21, 0.707967, , 
626005, 346675, 1251, 62.29, 0.695286, , 
627945, 346686, 1237, 62.37, 0.688394, , 
629923, 346800, 1221, 62.45, 0.682056, , 
630226, 346754, 1213, 62.53, 0.680676, , 
631109, 346781, 1198, 62.61, 0.677700, , 
635102, 346738, 1197, 62.69, 0.663227, , 
636042, 346754, 1221, 62.77, 0.660003, , 
637140, 346684, 1222, 62.85, 0.655667, , 
640030, 346940, 1168, 62.93, 0.647143, , 
641518, 346879, 1169, 63.01, 0.641522, , 
643380, 346923, 1159, 63.09, 0.635285, , 
644132, 346785, 1155, 63.17, 0.631761, , 
646004, 346773, 1148, 63.25, 0.625152, , 
646913, 346805, 1147, 63.33, 0.622195, 30, 0.298
646894, 346888, 1145, 63.41, 0.622800, , 
646253, 346663, 1147, 63.49, 0.623571, , 
645752, 346595, 1128, 63.57, 0.624875, , 
648538, 346662, 1125, 63.65, 0.615621, , 
647946, 346766, 1132, 63.73, 0.618351, , 
649018, 346866, 1129, 63.81, 0.615280, , 
650767, 346784, 1127, 63.89, 0.608692, , 
650117, 346807, 1131, 63.97, 0.611090, , 
651534, 346791, 1127, 64.05, 0.606086, , 
650648, 346809, 1137, 64.13, 0.609265, , 
651378, 346674, 1132, 64.21, 0.605866, , 
651511, 346937, 1137, 64.29, 0.607113, , 
649411, 346795, 1149, 64.37, 0.613457, , 
648871, 346736, 1146, 64.45, 0.614946, , 
647042, 346702, 1161, 64.53, 0.621078, , 
648036, 346977, 1159, 64.61, 0.619408, , 
646161, 346831, 1188, 64.69, 0.624981, , 
645111, 346869, 1195, 64.78, 0.628888, , 
644032, 346970, 1218, 64.85, 0.633310, , 
641357, 346825, 1226, 64.93, 0.641736, , 
640088, 346901, 1255, 65.01, 0.646687, , 
637906, 347133, 1259, 65.09, 0.655876, , 
635194, 346781, 1273, 65.17, 0.663180, , 
632316, 346746, 1314, 65.25, 0.673173, , 
629157, 346825, 1309, 65.33, 0.684957, , 
625128, 346781, 1348, 65.41, 0.699129, , 
622053, 346761, 1362, 65.50, 0.710096, 31, 0.309
620095, 347071, 1381, 65.57, 0.719202, , 
616695, 346835, 1398, 65.66, 0.730045, , 
614286, 346979, 1428, 65.73, 0.739787, , 
611325, 346876, 1444, 65.82, 0.749992, , 
609932, 346911, 1445, 65.89, 0.755353, , 
607846, 346857, 1462, 65.98, 0.762713, , 
606345, 346968, 1471, 66.05, 0.768997, , 
604771, 346755, 1488, 66.14, 0.773464, , 
603531, 346705, 1487, 66.21, 0.777759, , 
602657, 346743, 1486, 66.30, 0.781267, , 
600909, 346704, 1481, 66.38, 0.787551, , 
601129, 346901, 1481, 66.46, 0.788005, , 
601509, 346878, 1483, 66.54, 0.786434, , 
601045, 346923, 1472, 66.62, 0.788462, , 
603199, 346702, 1467, 66.70, 0.778978, , 
604502, 346690, 1444, 66.78, 0.774044, , 
605875, 346856, 1443, 66.86, 0.770015, , 
608285, 346760, 1427, 66.94, 0.760459, , 
609562, 346707, 1410, 67.02, 0.755395, , 
612922, 346880, 1376, 67.10, 0.744147, , 
614420, 347073, 1395, 67.18, 0.739905, , 
615412, 347000, 1372, 67.26, 0.735802, , 
617695, 346950, 1351, 67.34, 0.727144, , 
619273, 346844, 1342, 67.42, 0.720715, , 
623224, 347039, 1316, 67.50, 0.707667, , 
624423, 346881, 1316, 67.58, 0.702317, 32, 0.297
627950, 346880, 1290, 67.66, 0.689635, , 
629886, 346767, 1285, 67.74, 0.681974, , 
631809, 346825, 1260, 67.82, 0.675491, , 
634118, 346687, 1261, 67.90, 0.666386, , 
636195, 346645, 1245, 67.98, 0.658754, , 
638078, 346781, 1245, 68.06, 0.652986, , 
639673, 346836, 1234, 68.14, 0.647724, , 
639904, 346730, 1222, 68.22, 0.646224, , 
640293, 346706, 1219, 68.30, 0.644701, , 
642692, 346804, 1209, 68.38, 0.636921, , 
643649, 346764, 1203, 68.46, 0.633312, , 
643827, 346679, 1201, 68.54, 0.632139, , 
646261, 346755, 1195, 68.62, 0.624140, , 
646824, 346740, 1198, 68.70, 0.622083, , 
648475, 346756, 1194, 68.78, 0.616450, , 
648817, 346915, 1202, 68.86, 0.616295, , 
649976, 346785, 1195, 68.94, 0.611435, , 
650180, 346840, 1207, 69.02, 0.611086, , 
649551, 346867, 1185, 69.10, 0.613439, , 
648285, 346976, 1169, 69.18, 0.618537, , 
646133, 346923, 1224, 69.26, 0.625676, , 
646742, 346803, 1225, 69.34, 0.622777, , 
645332, 346733, 1225, 69.42, 0.627235, , 
644039, 346726, 1240, 69.50, 0.631703, , 
644466, 346921, 1251, 69.58, 0.631476, , 
643086, 346871, 1254, 69.66, 0.635976, 33, 0.298
641737, 346850, 1281, 69.74, 0.640566, , 
640188, 346899, 1289, 69.83, 0.646322, , 
638169, 346702, 1309, 69.90, 0.652152, , 
636672, 346854, 1322, 69.99, 0.658424, , 
633307, 346979, 1337, 70.06, 0.671160, , 
630982, 347162, 1358, 70.15, 0.680624, , 
628104, 346898, 1370, 70.22, 0.689200, , 
626949, 346898, 1383, 70.31, 0.693342, , 
625363, 346852, 1400, 70.39, 0.698744, , 
623473, 346803, 1405, 70.47, 0.705238, , 
622407, 346618, 1424, 70.55, 0.707888, , 
620230, 346705, 1423, 70.63, 0.716338, , 
619455, 346624, 1438, 70.71, 0.718626, , 
617981, 346638, 1443, 70.78, 0.724078, , 
618560, 346729, 1440, 70.87, 0.722561, , 
617464, 346618, 1448, 70.94, 0.725832, , 
616326, 346790, 1436, 71.03, 0.731099, , 
615981, 346748, 1442, 71.10, 0.732087, , 
615034, 346719, 1410, 71.19, 0.735361, , 
617284, 346959, 1405, 71.27, 0.728701, , 
616751, 346672, 1429, 71.35, 0.728782, , 
618527, 346780, 1413, 71.43, 0.723012, , 
621090, 346883, 1407, 71.51, 0.714375, , 
621253, 346639, 1386, 71.59, 0.712201, , 
624734, 346814, 1381, 71.67, 0.700762, , 
625807, 346704, 1363, 71.75, 0.696186, , 
628600, 346688, 1369, 71.83, 0.686061, 34, 0.309
629017, 346672, 1351, 71.91, 0.684465, , 
628641, 346715, 1342, 71.99, 0.686089, , 
629770, 346719, 1327, 72.07, 0.682077, , 
629725, 346721, 1326, 72.15, 0.682251, , 
633108, 346710, 1315, 72.23, 0.670122, , 
633244, 346635, 1298, 72.31, 0.669152, , 
634307, 346619, 1304, 72.39, 0.665274, , 
638276, 346737, 1291, 72.47, 0.652002, , 
637789, 346831, 1291, 72.55, 0.654330, , 
640971, 346714, 1277, 72.63, 0.642371, , 
641691, 346801, 1282, 72.71, 0.640409, , 
643934, 346771, 1273, 72.79, 0.632362, , 
644475, 346851, 1278, 72.87, 0.630991, , 
643779, 346970, 1264, 72.95, 0.634194, , 
644562, 347018, 1270, 73.03, 0.631770, , 
643842, 347135, 1282, 73.11, 0.635044, , 
644137, 346982, 1282, 73.19, 0.633021, , 
643908, 346917, 1287, 73.27, 0.633400, , 
643299, 346939, 1277, 73.35, 0.635672, , 
643436, 346755, 1295, 73.43, 0.633999, , 
641958, 346911, 1311, 73.51, 0.640186, , 
642341, 346750, 1315, 73.59, 0.637800, , 
640918, 346803, 1328, 73.67, 0.643134, , 
640336, 346854, 1335, 73.75, 0.645510, , 
638052, 346806, 1362, 73.83, 0.653240, , 
635975, 346928, 1365, 73.91, 0.661369, 35, 0.297
634243, 347017, 1380, 73.99, 0.668083, , 
631567, 346978, 1391, 74.07, 0.677346, , 
631747, 346932, 1407, 74.15, 0.676406, , 
629470, 346769, 1410, 74.23, 0.683474, , 
628638, 346955, 1416, 74.31, 0.687657, , 
628850, 347070, 1433, 74.39, 0.687644, , 
627136, 347140, 1429, 74.47, 0.694240, , 
627836, 347008, 1432, 74.55, 0.690874, , 
627346, 347089, 1443, 74.63, 0.693156, , 
628108, 346872, 1446, 74.72, 0.689017, , 
626653, 346689, 1440, 74.79, 0.693049, , 
627650, 346897, 1436, 74.88, 0.690821, , 
628651, 346914, 1433, 74.95, 0.687345, , 
626112, 346850, 1435, 75.04, 0.696037, , 
627317, 346819, 1425, 75.11, 0.691509, , 
628991, 346763, 1420, 75.20, 0.685148, , 
629344, 346911, 1410, 75.27, 0.684846, , 
632069, 346782, 1405, 75.36, 0.674286, , 
