Index	ThioU_6h
793	1.19985
794	1.23734
795	1.23734
796	1.27484
797	1.31234
798	1.34983
799	1.38733
800	1.42482
801	1.46232
802	1.49981
803	1.5748
804	1.6123
805	1.68729
806	1.76228
807	1.87477
808	2.02475
809	2.32471
810	2.73716
811	3.37458
812	4.31196
813	5.54931
814	7.1616
815	9.03637
816	11.1736
817	13.5733
818	16.12299
819	18.78515
820	21.52231
821	24.29696
822	27.03412
823	29.77128
824	32.43344
825	35.02062
826	37.49531
827	39.89502
828	42.14473
829	44.28196
830	46.30671
831	48.18148
832	49.98125
833	51.63105
834	53.20585
835	54.66816
836	56.01799
837	57.29284
838	58.49269
839	59.61755
840	60.62992
841	61.64229
842	62.54218
843	63.40458
844	64.19197
845	64.94188
846	65.69179
847	66.3667
848	67.00412
849	67.64154
850	68.20398
851	68.8039
852	69.32883
853	69.85377
854	70.3787
855	70.86614
856	71.31608
857	71.80352
858	72.21597
859	72.66591
860	73.07837
861	73.49081
862	73.90326
863	74.31571
864	74.69066
865	75.06562
866	75.44057
867	75.77806
868	76.15296
869	76.49046
870	76.79036
871	77.12786
872	77.42786
873	77.72776
874	78.02776
875	78.32766
876	78.59016
877	78.62766
878	78.62766
879	78.62766
880	78.62766
881	78.62766
882	78.62766
883	78.62766
884	78.62766
885	78.62766
886	78.62766
887	78.62766
888	78.62766
889	78.62766
890	78.62766
891	78.62766
892	78.62766
893	78.62766
894	78.62766
895	78.62766
896	78.62766
897	78.62766
898	78.62766
899	78.62766
900	78.62766
901	78.62766
902	78.62766
903	78.62766
904	78.62766
905	78.62766
906	78.62766
907	78.62766
908	78.62766
909	78.62766
910	78.62766
911	78.62766
912	78.62766
913	78.62766
914	78.62766
915	78.62766
916	78.62766
917	78.62766
918	78.62766
919	78.62766
920	78.62766
921	78.62766
922	78.62766
923	78.62766
924	78.62766
925	78.62766
926	78.62766
927	78.62766
928	78.62766
929	78.62766
930	78.62766
931	78.62766
932	78.62766
933	78.62766
934	78.62766
935	78.62766
936	78.62766
937	78.62766
938	78.62766
939	78.62766
940	78.62766
941	78.62766
942	78.62766
943	78.62766
944	78.62766
945	78.62766
946	78.62766
947	78.62766
948	78.62766
949	78.62766
950	78.62766
951	78.62766
952	78.36516
953	77.95276
954	77.50286
955	77.05286
956	76.56546
957	76.04046
958	75.51556
959	74.99063
960	74.4282
961	73.86576
962	73.26584
963	72.66591
964	72.06599
965	71.46607
966	70.86614
967	70.22872
968	69.6288
969	69.02887
970	68.39145
971	67.79152
972	67.1916
973	66.55418
974	65.95426
975	65.31684
976	64.71691
977	64.07949
978	63.40458
979	62.76715
980	62.09224
981	61.37983
982	60.66742
983	59.95501
984	59.2426
985	58.49269
986	57.74278
987	56.99288
988	56.20547
989	55.45557
990	54.70566
991	53.95575
992	53.20585
993	52.45594
994	51.74353
995	51.06861
996	50.3937
997	49.71878
998	49.08136
999	48.40645
1000	47.76903
1001	47.1691
1002	46.53168
1003	45.93176
1004	45.29434
1005	44.69442
1006	44.09449
1007	43.45707
1008	42.85714
1009	42.25722
1010	41.65729
1011	41.05737
1012	40.41995
1013	39.82002
1014	39.2201
1015	38.65767
1016	38.05774
1017	37.45782
1018	36.89539
1019	36.37045
1020	35.80803
1021	35.28309
1022	34.75816
1023	34.27072
1024	33.78328
1025	33.33333
1026	32.88339
1027	32.43344
1028	31.9835
1029	31.57105
1030	31.12111
1031	30.70866
1032	30.29621
1033	29.88376
1034	29.47132
1035	29.05887
1036	28.64642
1037	28.23397
1038	27.78403
1039	27.37158
1040	26.95913
1041	26.50919
1042	26.09674
1043	25.68429
1044	25.27184
1045	24.85939
1046	24.48444
1047	24.07199
1048	23.69704
1049	23.35958
1050	23.02212
1051	22.68467
1052	22.3847
1053	22.04724
1054	21.78477
1055	21.48481
1056	21.22235
1057	20.95988
1058	20.69741
1059	20.43494
1060	20.20997
1061	19.94751
1062	19.68504
1063	19.46007
1064	19.2351
1065	18.97263
1066	18.74766
1067	18.52269
1068	18.29771
1069	18.07274
1070	17.84777
1071	17.62279
1072	17.39782
1073	17.17285
1074	16.98538
1075	16.7604
1076	16.57293
1077	16.38545
1078	16.19798
1079	16.04799
1080	15.89801
1081	15.74803
1082	15.59805
1083	15.44807
1084	15.33558
1085	15.1856
1086	15.07312
1087	14.92313
1088	14.77315
1089	14.66067
1090	14.51068
1091	14.36071
1092	14.21072
1093	14.06074
1094	13.94826
1095	13.79827
1096	13.64829
1097	13.53581
1098	13.38583
1099	13.27334
1100	13.12336
1101	13.01087
1102	12.86089
1103	12.74841
1104	12.63592
1105	12.52343
1106	12.41095
1107	12.33596
1108	12.22347
1109	12.14848
1110	12.036
1111	11.96101
1112	11.88601
1113	11.81102
1114	11.69854
1115	11.62355
1116	11.54856
1117	11.47356
1118	11.39857
1119	11.28609
1120	11.2111
1121	11.13611
1122	11.06112
1123	10.98613
1124	10.91114
1125	10.83614
1126	10.76115
1127	10.68616
1128	10.61117
1129	10.53618
1130	10.49869
1131	10.4237
1132	10.34871
1133	10.31121
1134	10.23622
1135	10.19873
1136	10.12373
1137	10.08624
1138	10.01125
1139	9.97375
1140	9.93626
1141	9.89876
1142	9.86127
1143	9.82377
1144	9.78628
1145	9.74878
1146	9.71128
1147	9.71128
1148	9.71128
1149	9.71128
1150	9.71128
1151	9.71128
1152	9.74878
1153	9.78628
1154	9.82377
1155	9.89876
1156	9.97375
1157	10.04874
1158	10.12373
1159	10.23622
1160	10.31121
1161	10.4237
1162	10.53618
1163	10.64867
1164	10.79865
1165	10.91114
1166	11.02362
1167	11.13611
1168	11.28609
1169	11.43607
1170	11.54856
1171	11.69854
1172	11.88601
1173	12.036
1174	12.22347
1175	12.41095
1176	12.59842
1177	12.7859
1178	12.97338
1179	13.19835
1180	13.38583
1181	13.6108
1182	13.79827
1183	14.02325
1184	14.21072
1185	14.3982
1186	14.58568
1187	14.73566
1188	14.88564
1189	15.03562
1190	15.14811
1191	15.26059
1192	15.37308
1193	15.44807
1194	15.56055
1195	15.59805
1196	15.67304
1197	15.71054
1198	15.74803
1199	15.78553
1200	15.78553
1201	15.78553
1202	15.78553
1203	15.74803
1204	15.71054
1205	15.63554
1206	15.59805
1207	15.48557
1208	15.41057
1209	15.29809
1210	15.1856
1211	15.03562
1212	14.88564
1213	14.77315
1214	14.58568
1215	14.4357
1216	14.28571
1217	14.09824
1218	13.94826
1219	13.76078
1220	13.6108
1221	13.42332
1222	13.27334
1223	13.12336
1224	12.93588
1225	12.7859
1226	12.59842
1227	12.44844
1228	12.26097
1229	12.07349
1230	11.88601
1231	11.69854
1232	11.47356
1233	11.28609
1234	11.06112
1235	10.87364
1236	10.64867
1237	10.46119
1238	10.23622
1239	10.04874
1240	9.86127
1241	9.6363
1242	9.44882
1243	9.29884
1244	9.11136
1245	8.96138
1246	8.8114
1247	8.66141
1248	8.51144
1249	8.39895
1250	8.28646
1251	8.17398
1252	8.06149
1253	7.949
1254	7.87402
1255	7.76153
1256	7.68654
1257	7.61155
1258	7.53656
1259	7.42407
1260	7.34908
1261	7.27409
1262	7.1991
1263	7.12411
1264	7.04912
1265	7.01162
1266	6.93663
1267	6.86164
1268	6.82415
1269	6.78665
1270	6.71166
1271	6.67417
1272	6.67417
1273	6.63667
1274	6.59917
1275	6.59917
1276	6.56168
1277	6.56168
1278	6.52418
1279	6.52418
1280	6.52418
1281	6.52418
1282	6.48669
1283	6.48669
1284	6.48669
1285	6.44919
1286	6.44919
1287	6.44919
1288	6.44919
1289	6.4117
1290	6.4117
1291	6.3742
1292	6.3742
1293	6.3742
1294	6.3742
1295	6.3742
1296	6.3742
1297	6.4117
1298	6.4117
1299	6.44919
1300	6.48669
1301	6.52418
1302	6.56168
1303	6.59917
1304	6.67417
1305	6.71166
1306	6.78665
1307	6.82415
1308	6.89914
1309	6.93663
1310	7.01162
1311	7.12411
1312	7.1991
1313	7.31159
1314	7.42407
1315	7.57405
1316	7.72403
1317	7.91151
1318	8.13648
1319	8.36145
1320	8.62392
1321	8.88639
1322	9.22385
1323	9.52381
1324	9.89876
1325	10.27372
1326	10.64867
1327	11.06112
1328	11.43607
1329	11.84852
1330	12.26097
1331	12.63592
1332	13.01087
1333	13.38583
1334	13.76078
1335	14.09824
1336	14.4357
1337	14.77315
1338	15.11061
1339	15.41057
1340	15.71054
1341	16.0105
1342	16.27296
1343	16.53543
1344	16.7979
1345	17.06037
1346	17.32283
1347	17.54781
1348	17.77278
1349	17.99775
1350	18.18523
1351	18.3727
1352	18.56018
1353	18.71016
1354	18.86014
1355	18.97263
1356	19.08511
1357	19.1976
1358	19.27259
1359	19.34758
1360	19.42257
1361	19.49756
1362	19.53506
1363	19.57255
1364	19.61005
1365	19.61005
1366	19.61005
1367	19.61005
1368	19.57255
1369	19.53506
1370	19.46007
1371	19.42257
1372	19.31009
1373	19.2351
1374	19.12261
1375	19.01012
1376	18.89764
1377	18.74766
1378	18.63517
1379	18.52269
1380	18.44769
1381	18.33521
1382	18.29771
1383	18.22272
1384	18.22272
1385	18.18523
1386	18.18523
1387	18.22272
1388	18.26022
1389	18.29771
1390	18.33521
1391	18.3727
1392	18.44769
1393	18.52269
1394	18.56018
1395	18.63517
1396	18.71016
1397	18.78515
1398	18.86014
1399	18.97263
1400	19.08511
1401	19.1976
1402	19.34758
1403	19.49756
1404	19.68504
1405	19.91001
1406	20.13498
1407	20.43494
1408	20.7724
1409	21.14736
1410	21.5973
1411	22.04724
1412	22.53468
1413	23.05962
1414	23.58455
1415	24.14698
1416	24.70941
1417	25.27184
1418	25.87176
1419	26.47169
1420	27.07162
1421	27.70904
1422	28.38395
1423	29.13386
1424	29.88376
1425	30.70866
1426	31.64605
1427	32.62092
1428	33.67079
1429	34.83314
1430	36.033
1431	37.30783
1432	38.65767
1433	40.04499
1434	41.43232
1435	42.85714
1436	44.31946
1437	45.74428
1438	47.1691
1439	48.59392
1440	49.98125
1441	51.33108
1442	52.60592
1443	53.88076
1444	55.08062
1445	56.24297
1446	57.36783
1447	58.4177
1448	59.43007
1449	60.40495
1450	61.30484
1451	62.16722
1452	62.99212
1453	63.77953
1454	64.49194
1455	65.20435
1456	65.84177
1457	66.47919
1458	67.04162
1459	67.60405
1460	68.12899
1461	68.57893
1462	69.02887
1463	69.44132
1464	69.81627
1465	70.15373
1466	70.45369
1467	70.67866
1468	70.90364
1469	71.09111
1470	71.24109
1471	71.35358
1472	71.46607
1473	71.50356
1474	71.54106
1475	71.54106
1476	71.50356
1477	71.46607
1478	71.39108
1479	71.27859
1480	71.1286
1481	70.97863
1482	70.75366
1483	70.52868
1484	70.22872
1485	69.92876
1486	69.5913
1487	69.17885
1488	68.72891
1489	68.20398
1490	67.67904
1491	67.04162
1492	66.3667
1493	65.65429
1494	64.86689
1495	64.042
1496	63.1796
1497	62.27971
1498	61.37983
1499	60.47994
1500	59.58005
1501	58.64267
1502	57.74278
1503	56.84289
1504	55.90551
1505	55.00563
1506	54.10574
1507	53.20585
1508	52.26847
1509	51.33108
1510	50.3562
1511	49.38133
1512	48.36895
1513	47.35658
1514	46.3442
1515	45.29434
1516	44.24447
1517	43.15711
1518	42.10723
1519	41.01987
1520	39.97
1521	38.92014
1522	37.87027
1523	36.85789
1524	35.88301
1525	34.90813
1526	34.00825
1527	33.14585
1528	32.32096
1529	31.53356
1530	30.78365
1531	30.07124
1532	29.39632
1533	28.7589
1534	28.15898
1535	27.55906
1536	26.99662
1537	26.4342
1538	25.90926
1539	25.38433
1540	24.89689
1541	24.40945
1542	23.92201
1543	23.47206
1544	23.02212
1545	22.60967
1546	22.19722
1547	21.78477
1548	21.40982
1549	20.99738
1550	20.65992
1551	20.28497
1552	19.94751
1553	19.64754
1554	19.31009
1555	19.04762
1556	18.74766
1557	18.48519
1558	18.22272
1559	17.99775
1560	17.73528
1561	17.51031
1562	17.28534
1563	17.06037
1564	16.8354
1565	16.61042
1566	16.38545
1567	16.16048
1568	15.973
1569	15.74803
1570	15.52306
1571	15.33558
1572	15.11061
1573	14.92313
1574	14.73566
1575	14.51068
1576	14.32321
1577	14.17323
1578	13.98575
1579	13.79827
1580	13.64829
1581	13.49831
1582	13.34833
1583	13.19835
1584	13.08586
1585	12.93588
1586	12.82339
1587	12.67342
1588	12.56093
1589	12.44844
1590	12.33596
1591	12.22347
1592	12.11098
1593	11.9985
1594	11.88601
1595	11.77353
1596	11.66104
1597	11.54856
1598	11.43607
1599	11.32359
1600	11.2111
1601	11.09861
1602	10.98613
1603	10.87364
1604	10.76115
1605	10.64867
1606	10.57368
1607	10.46119
1608	10.34871
1609	10.27372
1610	10.16123
1611	10.08624
1612	10.01125
1613	9.93626
1614	9.82377
1615	9.74878
1616	9.67379
1617	9.5988
1618	9.52381
1619	9.44882
1620	9.37383
1621	9.29884
1622	9.18635
1623	9.11136
1624	9.03637
1625	8.96138
1626	8.88639
1627	8.8114
1628	8.73641
1629	8.66141
1630	8.58643
1631	8.51144
1632	8.43644
1633	8.36145
1634	8.28646
1635	8.24897
1636	8.17398
1637	8.13648
1638	8.06149
1639	8.024
1640	7.9865
1641	7.91151
1642	7.87402
1643	7.83652
1644	7.79903
1645	7.76153
1646	7.72403
1647	7.68654
1648	7.64904
1649	7.61155
1650	7.61155
1651	7.57405
1652	7.53656
1653	7.53656
1654	7.53656
1655	7.49906
1656	7.49906
1657	7.49906
1658	7.49906
1659	7.53656
1660	7.53656
1661	7.57405
1662	7.57405
1663	7.61155
1664	7.61155
1665	7.64904
1666	7.64904
1667	7.68654
1668	7.68654
1669	7.72403
1670	7.72403
1671	7.72403
1672	7.76153
1673	7.76153
1674	7.79903
1675	7.79903
1676	7.79903
1677	7.79903
1678	7.79903
1679	7.79903
1680	7.79903
1681	7.79903
1682	7.76153
1683	7.76153
1684	7.72403
1685	7.72403
1686	7.68654
1687	7.64904
1688	7.61155
1689	7.57405
1690	7.49906
1691	7.46157
1692	7.42407
1693	7.34908
1694	7.31159
1695	7.2366
1696	7.1991
1697	7.12411
1698	7.08661
1699	7.01162
1700	6.97413
1701	6.89914
1702	6.82415
1703	6.78665
1704	6.71166
1705	6.63667
1706	6.59917
1707	6.52418
1708	6.44919
1709	6.3742
1710	6.29921
1711	6.22422
1712	6.11174
1713	6.03674
1714	5.96175
1715	5.88676
1716	5.81177
1717	5.73678
1718	5.66179
1719	5.5868
1720	5.51181
1721	5.43682
1722	5.36183
1723	5.32433
1724	5.24934
1725	5.21185
1726	5.13686
1727	5.09936
1728	5.02437
1729	4.98688
1730	4.94938
1731	4.91189
1732	4.87439
1733	4.83689
1734	4.7994
1735	4.7619
1736	4.72441
1737	4.68691
1738	4.64942
1739	4.61192
1740	4.57443
1741	4.53693
1742	4.49944
1743	4.46194
1744	4.42445
1745	4.42445
1746	4.38695
1747	4.34946
1748	4.31196
1749	4.31196
1750	4.27447
1751	4.23697
1752	4.23697
1753	4.19947
1754	4.16198
1755	4.16198
1756	4.12448
1757	4.12448
1758	4.08699
1759	4.08699
1760	4.04949
1761	4.012
1762	4.012
1763	3.9745
1764	3.93701
1765	3.89951
1766	3.86202
1767	3.82452
1768	3.78703
1769	3.74953
1770	3.71204
1771	3.67454
1772	3.63704
1773	3.59955
1774	3.56205
1775	3.52456
1776	3.52456
1777	3.48706
1778	3.44957
1779	3.41207
1780	3.41207
1781	3.37458
1782	3.37458
1783	3.33708
1784	3.33708
1785	3.29959
1786	3.29959
1787	3.29959
1788	3.26209
1789	3.26209
1790	3.2246
1791	3.2246
1792	3.1871
1793	3.14961
1794	3.14961
1795	3.11211
1796	3.11211
1797	3.07462
1798	3.07462
1799	3.07462
1800	3.03712
1801	3.03712
1802	2.99962
1803	2.99962
1804	2.99962
1805	2.99962
1806	2.99962
1807	2.96213
1808	2.96213
1809	2.96213
1810	2.96213
1811	2.96213
1812	2.99962
1813	2.99962
1814	2.99962
1815	2.99962
1816	2.99962
1817	2.99962
1818	3.03712
1819	3.03712
1820	3.07462
1821	3.07462
1822	3.11211
1823	3.1871
1824	3.2246
1825	3.29959
1826	3.33708
1827	3.44957
1828	3.52456
1829	3.59955
1830	3.71204
1831	3.82452
1832	3.93701
1833	4.04949
1834	4.16198
1835	4.23697
1836	4.34946
1837	4.46194
1838	4.57443
1839	4.68691
1840	4.7994
1841	4.91189
1842	5.02437
1843	5.09936
1844	5.21185
1845	5.32433
1846	5.39932
1847	5.51181
1848	5.5868
1849	5.69929
1850	5.77428
1851	5.84927
1852	5.88676
1853	5.96175
1854	5.99925
1855	6.03674
1856	6.07424
1857	6.11174
1858	6.11174
1859	6.11174
1860	6.11174
1861	6.11174
1862	6.11174
1863	6.07424
1864	6.07424
1865	6.03674
1866	5.99925
1867	5.96175
1868	5.96175
1869	5.88676
1870	5.84927
1871	5.81177
