Index	ThioU_6h
1872	5.77428
1873	5.69929
1874	5.66179
1875	5.5868
1876	5.51181
1877	5.43682
1878	5.36183
1879	5.28684
1880	5.21185
1881	5.13686
1882	5.06187
1883	4.98688
1884	4.91189
1885	4.83689
1886	4.7619
1887	4.68691
1888	4.61192
1889	4.53693
1890	4.46194
1891	4.42445
1892	4.34946
1893	4.31196
1894	4.27447
1895	4.23697
1896	4.16198
1897	4.12448
1898	4.08699
1899	4.04949
1900	4.012
1901	3.9745
1902	3.93701
1903	3.89951
1904	3.86202
1905	3.82452
1906	3.78703
1907	3.74953
1908	3.71204
1909	3.67454
1910	3.63704
1911	3.59955
1912	3.56205
1913	3.52456
1914	3.48706
1915	3.41207
1916	3.37458
1917	3.33708
1918	3.33708
1919	3.29959
1920	3.26209
1921	3.2246
1922	3.1871
1923	3.1871
1924	3.14961
1925	3.11211
1926	3.11211
1927	3.07462
1928	3.03712
1929	3.03712
1930	2.99962
1931	2.96213
1932	2.92463
1933	2.92463
1934	2.88714
1935	2.84964
1936	2.81215
1937	2.77465
1938	2.77465
1939	2.73716
1940	2.69966
1941	2.69966
1942	2.66217
1943	2.66217
1944	2.66217
1945	2.66217
1946	2.62467
1947	2.66217
1948	2.66217
1949	2.66217
1950	2.66217
1951	2.66217
1952	2.69966
1953	2.69966
1954	2.73716
1955	2.77465
1956	2.81215
1957	2.84964
1958	2.88714
1959	2.92463
1960	2.99962
1961	3.07462
1962	3.14961
1963	3.2246
1964	3.33708
1965	3.41207
1966	3.56205
1967	3.67454
1968	3.78703
1969	3.93701
1970	4.04949
1971	4.19947
1972	4.34946
1973	4.46194
1974	4.61192
1975	4.72441
1976	4.87439
1977	4.98688
1978	5.09936
1979	5.21185
1980	5.32433
1981	5.43682
1982	5.54931
1983	5.6243
1984	5.73678
1985	5.81177
1986	5.88676
1987	5.96175
1988	6.03674
1989	6.07424
1990	6.11174
1991	6.14923
1992	6.18673
1993	6.22422
1994	6.22422
1995	6.22422
1996	6.22422
1997	6.22422
1998	6.18673
1999	6.14923
2000	6.11174
2001	6.07424
2002	6.03674
2003	5.99925
2004	5.92426
2005	5.88676
2006	5.84927
2007	5.77428
2008	5.73678
2009	5.66179
2010	5.6243
2011	5.54931
2012	5.51181
2013	5.43682
2014	5.36183
2015	5.28684
2016	5.24934
2017	5.17435
2018	5.09936
2019	5.02437
2020	4.94938
2021	4.87439
2022	4.7619
2023	4.68691
2024	4.61192
2025	4.53693
2026	4.46194
2027	4.38695
2028	4.34946
2029	4.27447
2030	4.19947
2031	4.12448
2032	4.08699
2033	4.04949
2034	3.9745
2035	3.93701
2036	3.89951
2037	3.86202
2038	3.82452
2039	3.74953
2040	3.71204
2041	3.67454
2042	3.63704
2043	3.59955
2044	3.56205
2045	3.48706
2046	3.44957
2047	3.41207
2048	3.37458
2049	3.33708
2050	3.29959
2051	3.26209
2052	3.2246
2053	3.14961
2054	3.14961
2055	3.11211
2056	3.07462
2057	3.03712
2058	3.03712
2059	2.99962
2060	2.99962
2061	2.99962
2062	2.99962
2063	2.96213
2064	2.96213
2065	2.96213
2066	2.99962
2067	2.99962
2068	2.99962
2069	3.03712
2070	3.03712
2071	3.07462
2072	3.11211
2073	3.14961
2074	3.2246
2075	3.29959
2076	3.37458
2077	3.44957
2078	3.52456
2079	3.63704
2080	3.74953
2081	3.82452
2082	3.93701
2083	4.04949
2084	4.16198
2085	4.27447
2086	4.38695
2087	4.49944
2088	4.61192
2089	4.72441
2090	4.7994
2091	4.91189
2092	4.98688
2093	5.06187
2094	5.17435
2095	5.24934
2096	5.32433
2097	5.39932
2098	5.43682
2099	5.51181
2100	5.54931
2101	5.5868
2102	5.6243
2103	5.66179
2104	5.69929
2105	5.69929
2106	5.69929
2107	5.69929
2108	5.69929
2109	5.69929
2110	5.66179
2111	5.66179
2112	5.6243
2113	5.5868
2114	5.54931
2115	5.51181
2116	5.47432
2117	5.43682
2118	5.39932
2119	5.36183
2120	5.32433
2121	5.28684
2122	5.24934
2123	5.21185
2124	5.17435
2125	5.09936
2126	5.06187
2127	4.98688
2128	4.94938
2129	4.87439
2130	4.83689
2131	4.7619
2132	4.68691
2133	4.61192
2134	4.53693
2135	4.46194
2136	4.42445
2137	4.34946
2138	4.27447
2139	4.19947
2140	4.12448
2141	4.04949
2142	3.9745
2143	3.93701
2144	3.86202
2145	3.82452
2146	3.78703
2147	3.71204
2148	3.67454
2149	3.63704
2150	3.59955
2151	3.56205
2152	3.52456
2153	3.48706
2154	3.48706
2155	3.44957
2156	3.44957
2157	3.41207
2158	3.41207
2159	3.41207
2160	3.41207
2161	3.44957
2162	3.44957
2163	3.48706
2164	3.52456
2165	3.56205
2166	3.63704
2167	3.67454
2168	3.74953
2169	3.82452
2170	3.86202
2171	3.93701
2172	4.012
2173	4.08699
2174	4.16198
2175	4.23697
2176	4.31196
2177	4.38695
2178	4.42445
2179	4.49944
2180	4.57443
2181	4.64942
2182	4.68691
2183	4.7619
2184	4.7994
2185	4.83689
2186	4.87439
2187	4.91189
2188	4.94938
2189	4.98688
2190	4.98688
2191	5.02437
2192	5.02437
2193	5.02437
2194	5.02437
2195	5.02437
2196	4.98688
2197	4.98688
2198	4.98688
2199	4.94938
2200	4.94938
2201	4.91189
2202	4.91189
2203	4.87439
2204	4.87439
2205	4.83689
2206	4.7994
2207	4.7994
2208	4.7619
2209	4.72441
2210	4.68691
2211	4.64942
2212	4.61192
2213	4.57443
2214	4.53693
2215	4.49944
2216	4.46194
2217	4.42445
2218	4.38695
2219	4.34946
2220	4.31196
2221	4.27447
2222	4.23697
2223	4.19947
2224	4.16198
2225	4.12448
2226	4.12448
2227	4.08699
2228	4.08699
2229	4.08699
2230	4.08699
2231	4.08699
2232	4.08699
2233	4.08699
2234	4.12448
2235	4.12448
2236	4.16198
2237	4.19947
2238	4.19947
2239	4.23697
2240	4.27447
2241	4.31196
2242	4.34946
2243	4.38695
2244	4.42445
2245	4.46194
2246	4.49944
2247	4.53693
2248	4.57443
2249	4.57443
2250	4.61192
2251	4.61192
2252	4.64942
2253	4.64942
2254	4.64942
2255	4.64942
2256	4.64942
2257	4.64942
2258	4.64942
2259	4.64942
2260	4.64942
2261	4.64942
2262	4.64942
2263	4.61192
2264	4.61192
2265	4.61192
2266	4.57443
2267	4.57443
2268	4.53693
2269	4.53693
2270	4.49944
2271	4.49944
2272	4.46194
2273	4.46194
2274	4.46194
2275	4.42445
2276	4.42445
2277	4.42445
2278	4.46194
2279	4.46194
2280	4.46194
2281	4.46194
2282	4.49944
2283	4.49944
2284	4.53693
2285	4.57443
2286	4.61192
2287	4.61192
2288	4.64942
2289	4.68691
2290	4.72441
2291	4.7619
2292	4.7619
2293	4.7994
2294	4.83689
2295	4.83689
2296	4.87439
2297	4.87439
2298	4.87439
2299	4.87439
2300	4.87439
2301	4.87439
2302	4.87439
2303	4.83689
2304	4.7994
2305	4.7994
2306	4.7619
2307	4.7619
2308	4.72441
2309	4.68691
2310	4.68691
2311	4.64942
2312	4.61192
2313	4.61192
2314	4.61192
2315	4.61192
2316	4.61192
2317	4.61192
2318	4.61192
2319	4.61192
2320	4.61192
2321	4.64942
2322	4.68691
2323	4.68691
2324	4.72441
2325	4.7619
2326	4.7619
2327	4.7994
2328	4.83689
2329	4.83689
2330	4.87439
2331	4.87439
2332	4.87439
2333	4.87439
2334	4.87439
2335	4.87439
2336	4.87439
2337	4.87439
2338	4.87439
2339	4.83689
2340	4.83689
2341	4.7994
2342	4.7994
2343	4.7994
2344	4.7994
2345	4.7994
2346	4.7994
2347	4.7994
2348	4.7994
2349	4.7994
2350	4.7994
2351	4.7994
2352	4.7994
2353	4.83689
2354	4.83689
2355	4.83689
2356	4.83689
2357	4.83689
2358	4.83689
2359	4.83689
2360	4.83689
2361	4.83689
2362	4.83689
2363	4.83689
2364	4.7994
2365	4.7994
2366	4.7994
2367	4.7994
2368	4.7994
2369	4.7619
2370	4.7619
2371	4.7619
2372	4.7619
2373	4.7619
2374	4.7619
2375	4.7619
2376	4.7619
2377	4.7619
2378	4.7619
2379	4.72441
2380	4.72441
2381	4.72441
2382	4.72441
2383	4.72441
2384	4.72441
2385	4.72441
2386	4.68691
2387	4.68691
2388	4.68691
2389	4.68691
2390	4.64942
2391	4.64942
2392	4.64942
2393	4.64942
2394	4.61192
2395	4.61192
2396	4.61192
2397	4.57443
2398	4.57443
2399	4.57443
2400	4.57443
2401	4.57443
2402	4.53693
2403	4.53693
2404	4.53693
2405	4.53693
2406	4.53693
2407	4.53693
2408	4.53693
2409	4.49944
2410	4.49944
2411	4.49944
2412	4.49944
2413	4.49944
2414	4.46194
2415	4.46194
2416	4.46194
2417	4.46194
2418	4.42445
2419	4.42445
2420	4.38695
2421	4.38695
2422	4.38695
2423	4.34946
2424	4.34946
2425	4.31196
2426	4.31196
2427	4.31196
2428	4.27447
2429	4.27447
2430	4.27447
2431	4.23697
2432	4.23697
2433	4.23697
2434	4.23697
2435	4.23697
2436	4.23697
2437	4.23697
2438	4.23697
2439	4.23697
2440	4.23697
2441	4.23697
2442	4.19947
2443	4.19947
2444	4.19947
2445	4.19947
2446	4.19947
2447	4.19947
2448	4.19947
2449	4.16198
2450	4.16198
2451	4.16198
2452	4.16198
2453	4.12448
2454	4.12448
2455	4.12448
2456	4.08699
2457	4.08699
2458	4.08699
2459	4.04949
2460	4.04949
2461	4.04949
2462	4.04949
2463	4.04949
2464	4.012
2465	4.012
2466	4.012
2467	4.012
2468	4.012
2469	4.012
2470	3.9745
2471	3.9745
2472	3.9745
2473	3.93701
2474	3.93701
2475	3.93701
2476	3.89951
2477	3.89951
2478	3.89951
2479	3.86202
2480	3.86202
2481	3.82452
2482	3.82452
2483	3.78703
2484	3.74953
2485	3.74953
2486	3.74953
2487	3.71204
2488	3.71204
2489	3.67454
2490	3.67454
2491	3.67454
2492	3.63704
2493	3.63704
2494	3.63704
2495	3.59955
2496	3.59955
2497	3.59955
2498	3.56205
2499	3.56205
2500	3.56205
2501	3.52456
2502	3.52456
2503	3.52456
2504	3.48706
2505	3.48706
2506	3.44957
2507	3.44957
2508	3.41207
2509	3.41207
2510	3.37458
2511	3.37458
2512	3.33708
2513	3.33708
2514	3.29959
2515	3.29959
2516	3.29959
2517	3.26209
2518	3.26209
2519	3.26209
2520	3.2246
2521	3.2246
2522	3.2246
2523	3.2246
2524	3.1871
2525	3.1871
2526	3.1871
2527	3.14961
2528	3.14961
2529	3.11211
2530	3.11211
2531	3.07462
2532	3.07462
2533	3.03712
2534	2.99962
2535	2.96213
2536	2.96213
2537	2.92463
2538	2.88714
2539	2.84964
2540	2.84964
2541	2.81215
2542	2.81215
2543	2.77465
2544	2.73716
2545	2.73716
2546	2.69966
2547	2.69966
2548	2.66217
2549	2.62467
2550	2.58718
2551	2.54968
2552	2.51219
2553	2.47469
2554	2.47469
2555	2.43719
2556	2.3997
2557	2.3622
2558	2.3622
2559	2.3622
2560	2.32471
2561	2.3622
2562	2.3622
2563	2.3622
2564	2.3997
2565	2.43719
2566	2.47469
2567	2.51219
2568	2.58718
2569	2.66217
2570	2.77465
2571	2.84964
2572	2.92463
2573	2.96213
2574	2.92463
2575	2.81215
2576	2.69966
2577	2.51219
2578	2.28721
2579	2.09974
2580	1.87477
2581	1.68729
2582	1.49981
2583	1.34983
2584	1.19985
2585	1.08736
2586	0.93738
2587	0.8249
2588	0.74991
2589	0.67492
2590	0.59992
2591	0.52493
2592	0.48744
2593	0.41245
2594	0.37495
2595	0.33746
2596	0.29996
2597	0.29996
2598	0.26247
2599	0.22497
2600	0.22497
2601	0.18748
2602	0.18748
2603	0.18748
2604	0.14998
2605	0.14998
2606	0.11249
2607	0.11249
2608	0.11249
2609	0.07499
2610	0.07499
2611	0.07499
2612	0.03749
2613	0.03749
2614	0.03749
2615	0.03749
2616	0.03749
2617	0
2618	0
2619	0
2620	0
2621	0
2622	0
2623	0
2624	0
2625	0
2626	0
2627	0
2628	0
2629	0
2630	0
2631	0
2632	0
2633	-0.0375
2634	-0.0375
2635	-0.0375
2636	-0.0375
2637	-0.0375
2638	-0.0375
2639	-0.0375
2640	-0.0375
2641	-0.0375
2642	-0.07499
2643	-0.07499
2644	-0.07499
2645	-0.07499
2646	-0.07499
2647	-0.07499
2648	-0.07499
2649	-0.07499
2650	-0.11249
2651	-0.11249
2652	-0.11249
2653	-0.11249
2654	-0.11249
2655	-0.11249
2656	-0.11249
2657	-0.11249
2658	-0.11249
2659	-0.11249
2660	-0.11249
2661	-0.11249
2662	-0.11249
2663	-0.11249
2664	-0.11249
2665	-0.11249
2666	-0.11249
2667	-0.11249
2668	-0.11249
2669	-0.11249
2670	-0.11249
2671	-0.11249
2672	-0.11249
2673	-0.11249
2674	-0.14998
2675	-0.14998
2676	-0.14998
2677	-0.14998
2678	-0.14998
2679	-0.14998
2680	-0.14998
2681	-0.14998
2682	-0.14998
2683	-0.14998
2684	-0.14998
2685	-0.14998
2686	-0.14998
2687	-0.14998
2688	-0.14998
2689	-0.14998
2690	-0.14998
2691	-0.11249
2692	-0.11249
2693	-0.11249
2694	-0.11249
2695	-0.11249
2696	-0.11249
2697	-0.11249
2698	-0.11249
2699	-0.14998
2700	-0.14998
2701	-0.14998
2702	-0.14998
2703	-0.14998
2704	-0.14998
2705	-0.14998
2706	-0.14998
2707	-0.14998
2708	-0.14998
2709	-0.14998
2710	-0.14998
2711	-0.14998
2712	-0.18748
2713	-0.18748
2714	-0.18748
2715	-0.18748
2716	-0.18748
2717	-0.18748
2718	-0.18748
2719	-0.18748
2720	-0.18748
2721	-0.18748
2722	-0.18748
2723	-0.18748
2724	-0.18748
2725	-0.18748
2726	-0.18748
2727	-0.22497
2728	-0.22497
2729	-0.22497
2730	-0.22497
2731	-0.22497
2732	-0.22497
2733	-0.22497
2734	-0.22497
2735	-0.22497
2736	-0.22497
2737	-0.22497
2738	-0.22497
2739	-0.22497
2740	-0.22497
2741	-0.22497
2742	-0.22497
2743	-0.22497
2744	-0.22497
2745	-0.22497
2746	-0.22497
2747	-0.22497
2748	-0.22497
2749	-0.22497
2750	-0.22497
2751	-0.22497
2752	-0.22497
2753	-0.22497
2754	-0.22497
2755	-0.22497
2756	-0.22497
2757	-0.22497
2758	-0.22497
2759	-0.22497
2760	-0.22497
2761	-0.26247
2762	-0.26247
2763	-0.26247
2764	-0.26247
2765	-0.26247
2766	-0.26247
2767	-0.26247
2768	-0.26247
2769	-0.26247
2770	-0.26247
2771	-0.26247
2772	-0.26247
2773	-0.26247
2774	-0.26247
2775	-0.26247
2776	-0.26247
2777	-0.26247
2778	-0.26247
2779	-0.26247
2780	-0.26247
2781	-0.26247
2782	-0.26247
2783	-0.26247
2784	-0.26247
2785	-0.26247
2786	-0.26247
2787	-0.26247
2788	-0.26247
2789	-0.26247
2790	-0.26247
2791	-0.22497
2792	-0.22497
2793	-0.22497
2794	-0.22497
2795	-0.22497
2796	-0.22497
2797	-0.22497
2798	-0.22497
2799	-0.22497
2800	-0.22497
2801	-0.22497
2802	-0.22497
2803	-0.22497
2804	-0.22497
2805	-0.22497
2806	-0.22497
2807	-0.22497
2808	-0.22497
2809	-0.22497
2810	-0.22497
2811	-0.22497
2812	-0.22497
2813	-0.22497
2814	-0.22497
2815	-0.22497
2816	-0.22497
2817	-0.22497
2818	-0.22497
2819	-0.22497
2820	-0.22497
2821	-0.22497
2822	-0.22497
2823	-0.22497
2824	-0.22497
2825	-0.22497
2826	-0.22497
2827	-0.22497
2828	-0.22497
2829	-0.22497
2830	-0.22497
2831	-0.22497
2832	-0.22497
2833	-0.22497
2834	-0.22497
2835	-0.22497
2836	-0.22497
2837	-0.22497
2838	-0.22497
2839	-0.22497
2840	-0.22497
2841	-0.22497
2842	-0.22497
2843	-0.22497
2844	-0.22497
2845	-0.22497
2846	-0.22497
2847	-0.22497
2848	-0.22497
2849	-0.22497
2850	-0.22497
2851	-0.22497
2852	-0.22497
2853	-0.22497
2854	-0.22497
2855	-0.22497
2856	-0.22497
2857	-0.22497
2858	-0.22497
2859	-0.22497
2860	-0.22497
2861	-0.22497
2862	-0.22497
2863	-0.22497
2864	-0.22497
2865	-0.22497
2866	-0.22497
2867	-0.22497
2868	-0.22497
2869	-0.22497
2870	-0.22497
2871	-0.22497
2872	-0.22497
2873	-0.22497
2874	-0.22497
2875	-0.22497
2876	-0.22497
2877	-0.22497
2878	-0.22497
2879	-0.22497
2880	-0.22497
2881	-0.22497
2882	-0.22497
2883	-0.22497
2884	-0.22497
2885	-0.22497
2886	-0.22497
2887	-0.22497
2888	-0.22497
2889	-0.22497
2890	-0.22497
2891	-0.22497
2892	-0.22497
2893	-0.22497
2894	-0.22497
2895	-0.22497
2896	-0.22497
2897	-0.22497
2898	-0.22497
2899	-0.22497
2900	-0.22497
2901	-0.22497
2902	-0.22497
2903	-0.22497
2904	-0.18748
2905	-0.18748
2906	-0.18748
2907	-0.18748
2908	-0.18748
2909	-0.18748
2910	-0.18748
2911	-0.18748
2912	-0.18748
2913	-0.18748
2914	-0.18748
2915	-0.18748
2916	-0.18748
2917	-0.18748
2918	-0.18748
2919	-0.18748
2920	-0.18748
2921	-0.18748
2922	-0.18748
2923	-0.18748
2924	-0.18748
2925	-0.18748
2926	-0.18748
2927	-0.18748
2928	-0.18748
2929	-0.18748
2930	-0.18748
2931	-0.18748
2932	-0.18748
2933	-0.18748
2934	-0.18748
2935	-0.14998
2936	-0.14998
2937	-0.14998
2938	-0.14998
2939	-0.14998
2940	-0.14998
2941	-0.14998
2942	-0.14998
2943	-0.14998
2944	-0.14998
2945	-0.14998
2946	-0.14998
2947	-0.14998
2948	-0.14998
2949	-0.14998
2950	-0.14998
2951	-0.14998
2952	-0.14998
2953	-0.14998
2954	-0.14998
2955	-0.14998
2956	-0.14998
2957	-0.14998
2958	-0.14998
2959	-0.14998
2960	-0.14998
2961	-0.14998
2962	-0.14998
2963	-0.14998
2964	-0.14998
2965	-0.11249
2966	-0.11249
2967	-0.11249
2968	-0.11249
2969	-0.11249
2970	-0.11249
2971	-0.11249
2972	-0.11249
2973	-0.11249
2974	-0.11249
2975	-0.11249
2976	-0.11249
2977	-0.11249
2978	-0.11249
2979	-0.11249
2980	-0.11249
2981	-0.11249
2982	-0.11249
2983	-0.11249
2984	-0.11249
2985	-0.11249
2986	-0.11249
2987	-0.11249
2988	-0.11249
2989	-0.11249
2990	-0.11249
2991	-0.11249
2992	-0.11249
2993	-0.11249
2994	-0.11249
2995	-0.07499
2996	-0.07499
2997	-0.07499
2998	-0.07499
2999	-0.07499
3000	-0.07499
3001	-0.07499
3002	-0.07499
3003	-0.07499
3004	-0.07499
3005	-0.07499
3006	-0.07499
3007	-0.07499
3008	-0.07499
3009	-0.07499
3010	-0.07499
3011	-0.07499
3012	-0.07499
3013	-0.07499
3014	-0.07499
3015	-0.07499
3016	-0.07499
3017	-0.07499
3018	-0.07499
3019	-0.07499
3020	-0.07499
3021	-0.07499
3022	-0.07499
3023	-0.07499
3024	-0.07499
3025	-0.07499
3026	-0.07499
3027	-0.07499
3028	-0.07499
3029	-0.07499
3030	-0.07499
3031	-0.07499
3032	-0.07499
3033	-0.07499
3034	-0.07499
3035	-0.07499
3036	-0.07499
3037	-0.07499
3038	-0.07499
3039	-0.07499
3040	-0.07499
3041	-0.07499
3042	-0.0375
3043	-0.0375
3044	-0.0375
3045	-0.0375
3046	-0.0375
3047	-0.0375
3048	-0.0375
3049	-0.0375
3050	-0.0375
3051	-0.0375
3052	-0.0375
3053	-0.0375
3054	-0.0375
3055	-0.0375
3056	-0.0375
3057	-0.0375
3058	-0.0375
3059	-0.0375
3060	-0.0375
3061	-0.0375
3062	-0.0375
3063	-0.0375
3064	-0.0375
3065	-0.0375
3066	-0.0375
3067	-0.0375
3068	-0.0375
3069	-0.0375
3070	-0.0375
3071	-0.0375
3072	-0.0375
3073	-0.0375
3074	-0.0375
3075	-0.0375
3076	-0.0375
3077	-0.0375
3078	-0.0375
3079	-0.0375
3080	-0.0375
3081	-0.0375
3082	-0.0375
3083	-0.0375
3084	-0.0375
3085	-0.0375
3086	-0.0375
3087	-0.0375
3088	-0.0375
3089	-0.0375
3090	-0.0375
3091	-0.0375
3092	-0.0375
3093	-0.0375
3094	0
3095	0
3096	0
3097	0
3098	0
3099	0
3100	0
3101	0
3102	0
3103	0
3104	0
3105	0
3106	0
3107	0
3108	0
3109	0
3110	0
3111	0
3112	0
3113	0
3114	0
3115	0
3116	0
3117	0
3118	0
3119	0
3120	0
3121	0
3122	0
3123	0
3124	0
3125	0
3126	0
3127	0
3128	0
3129	0
3130	0
3131	0
3132	0
3133	0.03749
3134	0.03749
3135	0.03749
3136	0.03749
3137	0.03749
3138	0.03749
3139	0.03749
3140	0.03749
3141	0.03749
3142	0.03749
3143	0.03749
3144	0.03749
3145	0.03749
3146	0.03749
3147	0.03749
3148	0.03749
3149	0.03749
3150	0.03749
3151	0.03749
3152	0.03749
3153	0.03749
3154	0.03749
3155	0.03749
3156	0.03749
3157	0.03749
3158	0.03749
3159	0.03749
3160	0.03749
3161	0.03749
3162	0.03749
3163	0.03749
3164	0.03749
3165	0.03749
3166	0.03749
3167	0.03749
3168	0.03749
3169	0.03749
3170	0.03749
3171	0.03749
3172	0.03749
3173	0.03749
3174	0.03749
3175	0.03749
3176	0.03749
3177	0.03749
3178	0.03749
3179	0.03749
3180	0.07499
3181	0.07499
3182	0.07499
3183	0.07499
3184	0.07499
3185	0.07499
3186	0.07499
3187	0.07499
3188	0.07499
3189	0.07499
3190	0.07499
3191	0.07499
3192	0.07499
3193	0.07499
3194	0.07499
3195	0.07499
3196	0.07499
3197	0.07499
3198	0.07499
3199	0.07499
3200	0.07499
3201	0.07499
3202	0.07499
3203	0.07499
3204	0.07499
3205	0.07499
3206	0.07499
3207	0.07499
3208	0.07499
3209	0.07499
3210	0.07499
3211	0.07499
3212	0.07499
3213	0.07499
3214	0.07499
3215	0.07499
3216	0.11249
3217	0.11249
3218	0.11249
3219	0.11249
3220	0.11249
3221	0.11249
3222	0.11249
3223	0.11249
3224	0.11249
3225	0.11249
3226	0.11249
3227	0.11249
3228	0.11249
3229	0.11249
3230	0.11249
3231	0.11249
3232	0.11249
3233	0.11249
3234	0.11249
3235	0.11249
3236	0.11249
3237	0.11249
3238	0.11249
3239	0.11249
3240	0.11249
3241	0.11249
3242	0.11249
3243	0.11249
3244	0.11249
3245	0.11249
3246	0.11249
3247	-24.48444
